"Rank","Song","Artist","Year","Lyrics","Source"
84,"dej`a vu","dionne warwick",1980,"this is insane all you did was say hello speak my name feeling your love like a love i used to know long ago how can it be youre a different space and time come to me feel like im home in a place i used to know long ago deja vu could you be the dream that i once knew is it you deja vu could you be the dream that might come true shining through i keep remembering me i keep remembering you deja vu this is divine ive been waiting all my life filling time looking for you nights were more than you could know long ago come to me now we dont have to dream of love we know how somewhere before its as if ive loved you so so long ago deja vu could you be the dream that i once knew is it you deja vu could you be the dream that might come true shining through i keep remembering me i keep remembering you deja vu deja vu deja vu deja vu deja vu could you be the dream that i once knew is it you deja vu could you be the dream that might come true shining through i keep remembering me i keep remembering you deja vu deja vu could you be the dream that i once knew is it you deja vu could you be the dream that might come true shining through",3
85,"drivin my life away","eddie rabbitt",1980," well the midnight headlight find you on a rainy night steep grade up ahead slow me down makin no time gotta keep rollin those windshield wipers slappin out a tempo keepin perfect rhythm with the song on the radio gotta keep rollingooh im driving my life away looking for a better way for me ooh im driving my life away looking for a sunny daywell the truck stop cutie comin on to me tried to talk me into a ride said i wouldnt be sorry but she was just a baby hey waitress pour me another cup of coffee pop me down jack me up shoot me out flyin down the highway lookin for the morningooh im driving my life away looking for a better way for me ooh im driving my life away looking for a sunny daywell the midnight headlight find you on a rainy night steep grade up ahead slow me down makin no time gotta keep rollin those windshield wipers slappin out a tempo keepin perfect rhythm with the song on the radio gotta keep rollingooh im driving my life away looking for a better way for me ooh im driving my life away looking for a sunny day ",1
86,"take the long way home","supertramp",1980," so you think youre a romeo playing a part in a picture show take the long way home take the long way homecos youre the joke of the neighborhood why should you care if youre feeling good take the long way home take the long way homebut there are times that you feel youre part of the scenery oh all the greenery is comin down boy and then your wife seems to think youre part of the furniture oh its peculiar she used to be so nicewhen lonely days turn to lonely nights you take a trip to the city lights and take the long way home take the long way homeyou never see what you want to see forever playing to the gallery you take the long way home take the long way homeand when youre up on the stage its so unbelievable oh unforgettable how they adore you but then your wife seems to think youre losing your sanity oh calamity is there no way out oh yeahoh just dont give up dont dont give it up ooo yeahdoes it feel that you lifes become a catastrophe oh it has to be for you to grow boy and when you look through the years and see what you could have been oh what might have been if youd had more timeso when the day comes to settle down whos to blame if youre not around you took the long way home you took the long way home you took the long way home tu ru ru yea you took the long way homeyou took the long way home oh yeah you took the long way home you took the long way home ooo yeah you took the long way homeyeah ooo ooo ooo ooo yeah long way home long way home long way home ",1
87,"sara","fleetwood mac",1980," wait a minute baby stay with me awhile said youd give me light but you never told me about the firedrowning in the sea of love where everyone would love to drown but now its gone it doesnt matter what for when you build your house then call me home  misheard  byastute12     the word is pyre as in indian burn on a pyre whusband not fire    see all   and he was just like a great dark wing within the wings of a storm i think i had met my match he was singing and undoing and undoing the laces undoing the lacessaid sara youre the poet in my heart never change never stop but now its gone it doesnt matter what for but when you build your house then call me homehold on the night is coming and the starling flew for days id stay home at night all the time id go anywhere anywhere anywhere ask me and im there yeah ask me and im there i carein the sea of love where everyone would love to drown but now its gone they say it doesnt matter anymore when you build your house then please call me homesara youre the poet in my heart never change and dont you ever stop now its gone no it doesnt matter anymore when you build your house ill come bysara sara ",1
88,"wait for me","hall  oates",1980,"wait for me please wait for me girl midnight hour almost over time is running out for the magic pair i know you gave the best that you have but one more chance couldnt be all that hard to bear wait for me please wait for me alright i guess thats more than i should ask but wont you wait for me please wait for me although i know the light is fading fast you could go either way is it easier to stay i wonder what youll do when your chance rolls around but you gotta know how much i want to keep you when im away im afraid it will all fall down wait for me please wait for me alright i guess thats more than i should ask but wont you wait for me girl wait for me although i know the light is fading fast love is what it does and ours is doing nothing but all the time we spent it must be good for something please forgive all the disturbance im creating but you got a lot to learn if you think that im not waiting for you wait for me wait for me alright i guess thats more than i should ask but wont you wait for me wait for me although i know the light is fading fast you got lots of love but i think they are not made for you wait for me wait for me its alright i know i guess thats more than i should ask but wont you wait for me wait for me although i know the light is fading fast you got lots of love but i think they are not made for you you know all the light its fading its fading its fading baby i know incomprehensible its fading its fading",3
89,"jojo","boz scaggs",1980," look out behind you jojos got his gun he wouldnt mean to you know he likes his funjojo dig those spinning lights way out games and dizzy heights below him jojo dig those broadway nights flashy lines you know him you know himhe got you covered and youll know it right our front hey fifty dollars hell get you all you wantjojo dig those spinning lights way out games and dizzy heights below him and its all below him jojo dig those broadway nights flashy lines you know himever so rarely that man in a millions born gentle and soft but whod just as soon off you for looking the wrong way as not jojo go johis baby stays high got to keep her sweet he keep her just right keeps her on the streetjojo dig those spinning lights way out games and dizzy heights oh below him jojo dig those broadway nights flashy lines oh you know himdo you know you are so nice do you care id love to take you homejojo dig those spinning lights way out games and dizzy heights below him jojo dig those broadway nights flashy lines you know himsay what do you think of gentlemen wearing mink gentle and soft but whod just as soon off you for looking the wrong way as not jojo go joso you cant hang you jojo guide them though he wouldnt need to hed be love to ahhjojo dig those spinning lights way out games and dizzy heights below him man is worth loving jojo dig those broadway nights flashy lines you know him yeah yeah yeahjojo our love can grow jojo now now now ",1
90,"september morn","neil diamond",1980," stay for just a while stay and let me look at you its been so long i hardly knew you standing in the doorstay with me a while i only wanna talk to you weve traveled halfway round the world to find ourselves againseptember morn we danced until the night became a brand new day two lovers playing scenes from some romantic play september morning still can make me feel that waylook at what youve done why youve become a grownup girl i still can hear you crying in a corner of your room and look how far weve come so far from where we used to be but not so far that weve forgotten how it was beforeseptember morn do you remember how we danced that night away two lovers playing scenes from some romantic play september morning still can make me feel that wayseptember morn we danced until the night became a brand new day two lovers playing scenes from some romantic play september morning still can make me feel that wayseptember morn we danced until the night became a brand new day two lovers playing scenes from some romantic play september morning still can make me feel that way september morning still can make me feel that way ",1
91,"give me the night","george benson",1980," whenever dark has fallen you know the spirit of the party starts to come alive until the day is dawning you can throw out all the blues and hit the city lightscause theres music in the air and lots of lovin everywhere so give me the night give me the nightyou need the evening action a place to dine a glass of wine a little late romance its a chain reaction well see the people of the world coming out to dancecause theres music in the air and lots of lovin everywhere so give me the night give me the nightso come on out tonight and well lead the others on a ride through paradise and if you feel all right then we can be lovers cause i see that starlight look in your eyes well dont you know we can flyjust give me the night give me the nightcause theres music in the air and lots of lovin everywhere so give me the night give me the nightso come on out tonight and well lead the others on a ride through paradise and if you feel all right then we can be lovers cause i see that starlight look in your eyes dont you know we can flyand if we stay together well feel the rhythm of the evening taking us up high never mind the weather well be dancing in the street until the morning lightcause theres music in the air and lots of lovin everywhere so give me the night give me the night give me the night give me the night  ",1
92,"broken hearted me","anne murray",1980," every now and then i cry every night you keep stayin on my mind all my friends say ill survive it just takes timebut i dont think time is gonna heal this broken heart no i dont see how it can if its broken all apart a million miracles could never stop the pain or put all the pieces together again no i dont think time is gonna heal this broken heart no i dont see how it can while we are still apart and when you hear this song i hope that you will see that time wont heal a brokenhearted meevery day is just the same playin games different lovers different names they keep sayin ill survive it just takes timebut i dont think time is gonna heal this broken heart no i dont see how it can if its broken all apart a million miracles could never stop the pain or put all the pieces together again no i dont think time is gonna heal this broken heart no i dont see how it can while we are still apart and when you hear this song i hope that you will see that time wont heal a brokenhearted me ",1
93,"you decorated my life","kenny rogers",1980," all my life was a paper once plain pure and white till you moved with your pen changin moods now and then till the balance was right then you added some music every note was in place and anybody could see all the changes in me by the look on my faceand you decorated my life created a world where dreams are a part and you decorated my life by paintin your love all over my heart you decorated my lifelike a rhyme with no reason in an unfinished song there was no harmony life meant nothin to me until you came along and you brought out the colors what a gentle surprise now im able to see all the things life can be shinin soft in your eyesand you decorated my life created a world where dreams are a part and you decorated my life by paintin your love all over my heart you decorated my life ",1
94,"tusk","fleetwood mac",1980," why dont you ask him if hes going to stay why dont you ask him if hes going away why dont you tell me whats going on why dont you tell me whos on the phonewhy dont you ask him whats going on why dont you ask him whos the latest on his throne dont say that you love me just tell me that you want metusk just say that you want me just tell me that youtusk tusk tusk ",1
95,"i wanna be your lover","prince",1980," i aint got no money i aint like those other guys you hang around its kinda funny but they always seem to let you down and i get discouraged cause i never see you anymore and i need your love babe thats all im living for yeahi didnt want to pressure you baby but all i ever wanted to doi want to be your lover i want to be the only one that makes you come running i want to be your lover i want to turn you on turn you out all night long make you shout oh lover yeah i want to be the only one you come fori want to be your brother i want to be your mother and your sister too there aint no other that can do the things that ill do to youand i get discouraged cause you treat me just like a child and they say im so shy yeah but with you i just go wild ooo ooo oooi didnt want to pressure you baby no but all i ever wanted to doi want to be your lover i want to be the only one that makes you come running i want to be your lover i want to turn you on turn you out all night long make you shout oh lover yeah i want to be the only one you come for yeah ",1
96,"in america","charlie daniels band",1980," well the eagles been flying slow and the flags been flying low and a lot of peoples saying that americas fixing to fall but speaking just for me and some people from tennessee we got a thing or two to tell you allthis lady may have stumbled but she aint never fell and if the russians dont believe that they can all go straight to hell were gonna put her feet back on the path of the righteousness and then god bless america againand you never did think that it ever would happen again in america did you you never did think that wed ever get together again well we damn sure fooled you were walking real proud and were talking real loud again in america you never did think that it ever would happen againfrom the sound up in long island out to san francisco bay and every thing thats in between them is our home and we may have done a little bit of fighting amongst ourselves but you outside people best leave us alonecause well all stick together and you can take that to the bank thats the cowboys and the hippies and the rebels and the yanks you just go and lay your head on a pittsburgh stealer fan and i think youre gonna finally understandand you never did think that it ever would happen again in america did you you never did think that wed ever get together again well we damn sure fooled you were walking real proud and were talking real loud again in america you never did think that it ever would happen againand you never did think that it ever would happen again in america did you you never did think that wed ever get together again well we damn sure fooled you were walking real proud and were talking real loud again in america you never did think that it ever would happen again ",1
97,"breakdown dead ahead","boz scaggs",1980," i call ya you aint in whats this cold reaction whereve you been ooh baby let it on the line this is last call you say thats all you can take it fineim sorry but it dont make sense youre pullin just right out on first offense ooh baby play it smart for you go south with your big mouth let it take your heartdanger theres a breakdown dead ahead maybe youre in way above your head i may burn might upset you but you know id never let you downi told ya no more lyin no more tears fallin stop your cryin ooh baby im your fan before you go back to your side track baby understanddanger theres a breakdown dead ahead and just maybe youre in way above your head i may burn might upset you but you know id never let you downno no no no no no no no no no no no no nodanger theres a breakdown dead ahead then just maybe youre in way above your head i may burn might upset you but you know id never let you down no no nodanger theres a breakdown dead ahead and just maybe youre in way above your head i may burn might upset you but you know id never let you down down down down no no no no ",1
98,"ships","barry manilow",1980," we walked to the sea just my father and me and the dogs played around on the sand winter cold cut the air hanging still everywhere dressed in gray did he say hold my handi said loves easier when its far away we sat and watched a distant lightwere two ships that pass in the night we both smile and we say its alright were still here its just that were out of sight like those ships that pass in the nighttheres a boat on the line where the sea meets the sky theres another that rides far behind and it seems you and i are like strangers a wide ways apart as we drift on through timehe said its harder now were far away we only read you when you writewere two ships that pass in the night and we smile when we say its alright were still here its just that were out of sight like those ships that pass in the nightwere those ships that pass in the night and we smile when we say its alright were still here its just that were out of sight like those ships that pass in the nightwere just two ships that pass in the night and we smile when we say its alright were still here its just that were out of sight ",1
99,"all night long","joe walsh",1980," we get up early and we work all day we put our time in cause we like to stay up all night long all night longwe keep on grinnin til the weekend comes just a pinch between your cheek and gums all night long all night longstart in the morning and get the job done take care of business and we have some fun all night long all night longwe like a long neck and a good old song turn it up and then well sing along sing along oh were stayin up all night long ",1
100,"refugee","tom petty and the heartbreakers",1980," we did somethin we both know it we dont talk too much about it aint no real big secret all the same somehow we get around it listen it dont really matter to me baby you believe what you want to believe you see you dont have to live like a refugee dont have to live like a refugeesomewhere somehow somebody must have kicked you around some tell me why you want to lay there and revel in your abandon honey it dont make no difference to me baby everybodys had to fight to be free you see you dont have to live like a refugee dont have to live like a refugee now baby you dont have to live like a refugee dont have to live like a refugeebaby we aint the first im sure a lot of other lovers been burned right now this seems real to you but its one of those things you gotta feel to be truesomewhere somehow somebody must have kicked you around some who knows maybe you were kidnapped tied up taken away and held for ransom it dont really matter to me everybodys had to fight to be free you see you dont have to live like a refugee dont have to live like a refugee i said you dont have to live like a refugee dont have to live like a refugee you dont have to live like a refugee dont have to live like a refugee ah  ah ",1
1,"bette davis eyes","kim carnes",1981," her hair is harlow gold her lips are sweet surprise her hands are never cold she got bette davis eyes shell turn the music on you you wont have to think twice shes pure as new york snow she got bette davis eyesand shell tease you shell unease you all the better just to please you shes precocious and she knows just what it takes to make a pro blush she got greta garbos standoff sighs shes got bette davis eyesshell let you take her home it whets her appetite shell lay you on the throne she got bette davis eyes shell take a tumble on you roll you like you were dice until you come out blue shes got bette davis eyesshell expose you when she snows you off your feet with the crumbs she throws you shes ferocious and she knows just what it takes to make a pro blush all the boys think shes a spy shes got bette davis eyesshell tease you shell unease you all the better just to please you shes precocious and she knows just what it takes to make a pro blush all the boys think shes a spy shes got bette davis eyesshell tease you shell unease you just to please you shes got bette davis eyes shell expose you when she snows you cause she knows you shes got bette davis eyes ",1
2,"endless love","diana ross  lionel richie",1981,"my love theres only you in my life the only thing thats right my first love youre every breath that i take youre every step i make and i i want to share all my love with you no one else will do and your eyes they tell me how much you care oh yes you will always be my endless love two hearts two hearts that beat as one our lives have just begun forever ill hold you close in my arms i cant resist your charms and love ill be a fool for you im sure you know i dont mind you know i dont mind cause you you mean the world to me oh i know i know i found in you my endless love and love ill be that fool for you im sure you know i dont mind you know i dont mind and yes youll be the only one cause no one cant deny this love i have inside and ill give it all to you my love my endless love",3
3,"lady","kenny rogers",1981," lady im your knight in shining armor and i love you you have made me what i am and i am yours my love theres so many ways i want to say i love you let me hold you in my arms forever moreyou have gone and made me such a fool im so lost in your love and oh we belong together wont you believe in my songlady for so many years i thought id never find you you have come into my life and made me whole forever let me wake to see you each and every morning let me hear you whisper softly in my earin my eyes i see no one else but you theres no other love like our love and yes oh yes ill always want you near me ive waited for you for so long ",1
4,"just like starting over","john lennon",1981," our life together is so precious together we have grown we have grown although our love is still special lets take a chance and fly away somewhere aloneits been too long since we took the time noones to blame i know time flies so quickly but when i see you darling its like we both are falling in love again itll be just like starting over starting overeveryday we used to make it love why cant we be making love nice and easy its time to spread our wings and fly dont let another day go by my love itll be just like starting over starting overwhy dont we take off alone take a trip somewhere far far away well be together all alone again like we used to in the early days well well well darlingits been too long since we took the time noones to blame i know time flies so quickly but when i see you darling its like we both are falling in love again itll be just like starting over starting overour life together is so precious together we have grown we have grown although our love still is special lets take a chance and fly away somewhereover and over and overstarting over over and over and overand over and over and overover and over and overand over and over and over ",1
5,"jessies girl","rick springfield",1981," jessie is a friend yeah i know hes been a good friend of mine but lately somethings changed that aint hard to define jessies got himself a girl and i want to make her mineand shes watching him with those eyes and shes loving him with that body i just know it yeah n hes holding her in his arms late late at nightyou know i wish that i had jessies girl i wish that i had jessies girl where can i find a woman like thati play along with the charade there doesnt seem to be a reason to change you know i feel so dirty when they start talking cute i wanna tell her that i love her but the point is probably mootcause shes watching him with those eyes and shes loving him with that body i just know it and hes holding her in his arms late late at nightyou know i wish that i had jessies girl i wish that i had jessies girl where can i find a woman like thatlike jessies girl i wish that i had jessies girl where can i find a woman where can i find a woman like thatand im looking in the mirror all the time wondering what she dont see in me ive been funny ive been cool with the lines aint that the way love supposed to betell me where can i find a woman like thatyou know i wish that i had jessies girl i wish that i had jessies girl i want jessies girl where can i find a woman like that like jessies girl i wish that i had jessies girl i want i want jessies girl ",1
6,"celebration","kool  the gang",1981,"yahoo celebration yahoo this is your celebration celebrate good times come on lets celebrate celebrate good times come on lets celebrate theres a party goin on right here a celebration to last throughout the years so bring your good times and your laughter too we gonna celebrate your party with you come on now celebration lets all celebrate and have a good time celebration we gonna celebrate and have a good time its time to come together its up to you whats your pleasure everyone around the world come on yahoo its a celebration yahoo celebrate good times come on its a celebration celebrate good times come on lets celebrate theres a party goin on right here a dedication to last throughout the years so bring your good times and your laughter too we gonna celebrate and party with you come on now celebration lets all celebrate and have a good time yeah yeah celebration we gonna celebrate and have a good time its time to come together its up to you whats your pleasure everyone around the world come on yahoo its a celebration yahoo its a celebration celebrate good times come on lets celebrate come on now celebrate good times come on lets celebrate were gonna have a good time tonight lets celebrate its all right were gonna have a good time tonight lets celebrate its all right baby were gonna have a good time tonight   celebration lets celebrate its all right were gonna have a good time tonight   celebration lets celebrate its all right yahoo yahoo celebrate good times come on lets celebrate celebrate good times come on its a celebration celebrate good times come on lets celebrate come on and celebrate tonight celebrate good times come on   cause everythings gonna be alright lets celebrate celebrate good times come on lets celebrate celebrate good times come on",3
7,"kiss on my list","hall  oates",1981,"my friends wonder why i call you all of the time what can i say i dont feel the need to give such secrets away you think maybe i need help no i know im right all right im just better off not listening to friends advice when they insist on blowing my bliss i tell them this when they want to know what the reason is i only smile when alive and i tell them why because your kiss your kiss is on my list because your kiss your kiss is on my list because your kiss is on my list of the best things in life because your kiss your kiss is on my list because your kiss your kiss i cant resist because your kiss is what i miss when i turn off the light i go crazy wondering what there is to really see did the night just take up your time cause it means more to me sometimes i forget what im doing i dont forget what i want i want regret what ive done regret you i couldnt go on but if you insist on blowing my bliss ill tell you this if you want to know what the reason is i only smile when alive then ill tell you why because your kiss your kiss is on my list because your kiss your kiss is on my list because your kiss is on my list of the best things in life because your kiss your kiss is on my list because your kiss your kiss i cant resist because your kiss is what i miss when i turn off the light i really miss ahhh bec ause your kiss your kiss is on my list because your kiss your kiss is on my list because your kiss is on my list of the best things in life oh babe because your kiss your kiss is on my list because your kiss your kiss i cant resist because your kiss is what i miss when i turn off the light because your kiss your kiss is on my list because your kiss your kiss i cant resist because your kiss is on my list of the best things in life",3
8,"i love a rainy night","eddie rabbitt",1981," well i love a rainy night i love a rainy night i love to hear the thunder watch the lightning when it lights up the sky you know it makes me feel goodwell i love a rainy night its such a beautiful sight i love to feel the rain on my face taste the rain on my lips in the moonlight shadowshowers washed all my cares away i wake up to a sunny daycause i love a rainy night yeah i love a rainy night well i love a rainy night well i love a rainy night ooh oohi love a rainy night i love a rainy night i love to hear the thunder watch the lightning when it lights up the sky you know it makes me feel goodwell i love a rainy night its such a beautiful sight i love to feel the rain on my face to taste the rain on my lips in the moonlight shadowsputs a song in this heart of mine puts a smile on my face every timecause i love a rainy night yeah i love a rainy night ooh i love a rainy night yeah i love a rainy night ooh oohshowers washed all my cares away i wake up to a sunny daycause i love a rainy night yeah i love a rainy night well i love a rainy night i love a rainy nightwell i love a rainy night you can see it in my eyes yeah i love a rainy night well it makes me highooh i love a rainy night you know i do yeah yeah i love a rainy nighti love a rainy night you can see it in my eyes i love a rainy night makes me high well i love a rainy night and i love you toowell i love a rainy night yeah i love a rainy night well i love a rainy night i love a rainy night ",1
9,"9 to 5","dolly parton",1981," tumble outta bed and i stumble to the kitchen pour myself a cup of ambition yawn and stretch and try to come to life jump in the shower and the blood starts pumpin out on the street the traffic starts jumpin with folks like me on the job from 9 to 5workin 9 to 5 what a way to make a livin barely gettin by its all takin and no givin they just use your mind and they never give you credit its enough to drive you crazy if you let it 9 to 5 for service and devotion you would think that i would deserve a fat promotion want to move ahead but the boss wont seem to let me i swear sometimes that man is out to get methey let you dream just to watch em shatter youre just a step on the bossmans ladder but you got dreams hell never take away youre in the same boat with a lotta your friends waitin for the day your shipll come in an the tides gonna turn and its all gonna roll your wayworkin 9 to 5 what a way to make a livin barely gettin by its all takin and no givin they just use your mind and you never get the credit its enough to drive you crazy if you let it 9 to 5 yeah they got you where they want you theres a better life and you dream about it dont you its a rich mans game no matter what they call it and you spend your life puttin money in his wallet9 to 5 whoa what a way to make a livin barely gettin by its all takin and no givin they just use your mind and they never give you credit its enough to drive you crazy if you let it9 to 5 yeah they got you where they want you theres a better life and you dream about it dont you its a rich mans game no matter what they call it and you spend your life puttin money in his wallet9 to 5 working 9 to 5 ",1
10,"keep on loving you","reo speedwagon",1981," you should have seen by the look in my eyes baby there was somethin missin you should have known by the tone of my voice maybe but you didnt listen you played dead but you never bled instead you laid still in the grass all coiled up and hissinand though i know all about those men still i dont remember cause it was us baby way before then and were still together and i meant every word i said when i said that i loved you i meant that i loved you foreverand im gonna keep on lovin you cause its the only thing i want to do i dont want to sleep i just want to keep on lovin youand i meant every word i said when i said that i loved you i meant that i loved you foreverand im gonna keep on lovin you cause its the only thing i want to do i dont want to sleep i just want to keep on lovin youbaby im gonna keep on loving you cause its the only thing i wanna do i dont want to sleep i just want to keep on lovin you ",1
11,"theme from the greatest american hero believe it or not","joey scarbury",1981,"look at whats happened to me i cant believe it myself suddenly im up on top of the world should have been somebody else believe it or not im walking on air i never thought i could feel so free flying away on a wing and a prayer who could it be believe it or not its just me looks like the light of a new day hit me from out of the blue breaking me out of the spell i was in making all of my wishes come true believe it or not im walking on air i never thought i could feel so free flying away on a wing and a prayer who could it be believe it or not its just me this is to good to be true look at me fallin for you believe it or not believe it or not believe it or not believe it or not believe it or not im walking on air i never thought i could feel so free flying away on a wing and a prayer who could it be believe it or not its just me believe it or not im walking on air i never thought i could feel so free flying away on a wing and a prayer who could it be believe it or not its just me fade out",3
12,"morning train nine to five","sheena easton",1981,"  ",1
13,"being with you","smokey robinson",1981," i dont care what they think about me and i dont care what they say i dont care what they think if youre leaving im gonna beg you to stayi dont care if they start to avoid me i dont care what they do i dont care about anything else but being with you being with youhoney dont go dont leave this scene be out of the picture and off of the screen dont let them say we told you so they tell me you love me and then let me goive heard the warning voice from friends and my relations they tell me all about your heartbreak reputationi dont care what they think about me and i dont care what they say i dont care what they think if youre leaving im gonna beg you to stayi dont care if they start to avoid me i dont care what they do i dont care about anything else but being with you being with youpeople can change they always do havent they noticed the changes in you or can it be that like love i am blind do i want it so much til its all in my mindone thing i know for sure is really really real i never felt before the way you make me feeli dont care what they think about me and i dont care what they say i dont care what they think if youre leaving im gonna beg you to stayi dont care if they start to avoid me i dont care what they do i dont care about anything else but being with you being with you being with you being with youi dont care about anything else but being with you being with you i want to be with you ",1
14,"queen of hearts","juice newton",1981," midnight and im awaiting on the 1205 hoping itll take me just a little farther down the lineand moonlight youre just a heartache in disguise wont you keep my heart from breaking if its only for a very short timeplaying with the queen of hearts knowing it aint really smart the joker aint the only fool wholl do anything for youlaying out another lie thinking bout a life of crime thats what ill have to do to keep me away from youhoney you know it makes you mad why is everybody telling everybody what you have donebaby i know it makes you sad but when theyre handing out the heartaches you know you got to have you someplaying with the queen of hearts knowing it aint really smart the joker aint the only fool wholl do anything for youlaying out another lie thinking bout a life of crime thats what ill have to do to keep me away from youlovers i know youve had a few but hide your heart beneath the covers and tell em theyre the only oneand others they know just what im going through and its ahard to be a lover when you say youre only in it for funplaying with the queen of hearts knowing it aint really smart the joker aint the only fool wholl do anything for youplaying with the queen of hearts and knowing it aint really smart the joker aint the only fool wholl do anything for youand laying out another lie and thinking bout a life of crime if thats what ill have to do to keep me away from youplaying with the queen of hearts playing with the queen of hearts playing with the queen of hearts playing with the queen of hearts ",1
15,"rapture","blondie",1981," toe to toe dancing very close barely breathing almost comatose wall to wall people hypnotized and theyre stepping lightly hang each night in raptureback to back sacroiliac spineless movement and a wild attackface to face sadly solitude and its finger popping twentyfour hour shopping in rapturefab five freddie told me everybodys high djs spinnin are savin my mind flash is fast flash is cool francois sez fas flashe no do and you dont stop sure shot go out to the parking lot and you get in your car and you drive real far and you drive all night and then you see a light and it comes right down and lands on the ground and out comes a man from mars and you try to run but hes got a gun and he shoots you dead and he eats your head and then youre in the man from mars you go out at night eatin cars you eat cadillacs lincolns too mercurys and subarus and you dont stop you keep on eatin carsthen when theres no more cars you go out at night and eat up bars where the people meet face to face dance cheek to cheek one to one man to man dance toe too toe dont move to slow cause the man from mars is through with cars hes eatin bars yeah wall to wall door to door hall to hall hes gonna eat em all rapture be pure take a tour through the sewer dont strain your brain paint a train youll be singin in the rain i said dont stop to punk rockwell now you see what you wanna be just have your party on tv cause the man from mars wont eat up bars when the tvs on and now hes gone back up to space where he wont have a hassle with the human race and you hiphop and you dont stop just blast off sure shot cause the man from mars stopped eatin cars and eatin bars and now he only eats guitars get up ",1
16,"a woman needs love just like you do","raydio",1981,NA,NA
17,"the tide is high","blondie",1981," the tide is high but im holdin on im gonna be your number one im not the kinda girl who gives up just like that oh noits not the things you do that tease and hurt me bad but its the way you do the things you do to me im not the kinda girl who gives up just like that oh nothe tide is high but im holdin on im gonna be your number one number oneevry girl wants you to be her man but ill wait my dear till its my turn im not the kinda girl who gives up just like that oh nothe tide is high but im holdin on im gonna be your number one number one number oneevry girl wants you to be her man but ill wait my dear till its my turn im not the kinda girl who gives up just like that oh nothe tide is high but im holding on im gonna be your number one number one number onethe tide is high but im holding on im gonna be your number one the tide is high but im holding on im gonna be your number one the tide is high but im holding on im gonna be your number one ",1
18,"just the two of us","grover washington jr  bill withers",1981,"i see the crystal raindrops fall and see the beauty of it all is when the sun comes shining through to make those rainbows in my mind when i think of you some time and i want to spend some time with you just the two of us we can make it if we try just the two of us just the two of us building castles in the sky just the two of us you and i we look for love no time for tears wasted waters all that is and it dont make no flowers grow good things might come to those who wait not to those who wait too late we got to go for all we know just the two of us we can make it if we try just the two of us just the two of us building castles in the sky just the two of us you and i i hear the crystal raindrops fall on the window down the hall and it becomes the morning dew darling when the morning comes and i see the morning sun i want to be the one with you just the two of us we can make it if we try just the two of us just the two of us building big castles way on high just the two of us you and i",3
19,"slow hand","the pointer sisters",1981,"as the midnight moon was drifting through the lazy sway of the trees i saw the look in your eyes lookin into mine seeing what you wanted to see darlin dont say a word cause i already heard what your bodys sayin to mine im tired of fast moves ive got a slow groove on my mind i want a man with a slow hand i want a lover with an easy touch i want somebody who will spend some time not come and go in a heated rush i want somebody who will understand when it comes to love i want a slow hand on shadowed ground with no one around and a blanket of stars in our eyes we are drifting free like two lost leaves on the crazy wind of the night darlin dont say a word cause i already heard what your bodys sayin to mine if i want it all night you say its alright we got the time cause i got a man with a slow hand i got a lover with an easy touch i got somebody who will spend some time not come and go in a heated rush i found somebody who will understand when it comes to love i want a slow hand i want it all night please say its alright its not a fast move but a slow groove on my mind cause i got a man with a slow hand i got a lover with an easy touch i found somebody who will spend some time not come and go in a heated rush i found somebody who will understand i found a lover with a slow hand a lover with a slow hand and i get all excited with his easy touch i found somebody who will spend the night not come and go in a heated rush",3
20,"i love you","climax blues band",1981," when i was younger man i hadnt a care foolin around hitting the town growing my hair you came along and stole my heart when you entered my life ooh babe you got what it takes so i made you my wifesince then i never looked back its almost like living a dream and ooh i love youyou came along from far away and found me here i was playin around feeling down hittin the beer you picked me up from off the floor and gave me a smile you said youre much too young your life aint begun lets walk for awhileand as my head was spinnin round i gazed into your eyes and thought ooh i want youthank you babe for being a friend and shinin your light in my life cause ooh i need youas my head was comin round i gazed into your eyes and thought ooh i want youthanks again for being my friend and straightenin out my life cause ooh i need yousince then i never looked back its almost like livin a dream ooh i got youif ever a man had it all it would have to be me and ooh i love you ",1
21,"woman","john lennon",1981," for the other half of the skywoman i can hardly express my mixed emotions at my thoughtlessness after all im forever in your debt and woman i will try to express my inner feeling and thankfulness for showing me the meaning of successooh well well doo doo doo doo doo ooh well well doo doo doo doo doowoman i know you understand the little child inside the man please remember my life is in your handsand woman hold me close to your heart however distant dont keep us apart after all it is written in the starsooh well well doo doo doo doo doo ooh well well doo doo doo doo doowell woman please let me explain i never meant to cause you sorrow or pain so let me tell you again and again and againi love you yeah yeah now and forever i love you yeah yeah now and forever i love you yeah yeah now and forever i love you yeah yeah ",1
22,"sukiyaki","a taste of honey",1981," its all because of you im feeling sad and blue you went away now my life is just a rainy day i love you so how much youll never know youve gone away and left me lonelyuntouchable memories seem to keep haunting me of love so true that once turned all my gray skies blue but youve disappeared now my eyes are filled with tears im wishin you were here with mesoft with love are my thoughts of you now that youre gone i dont know what to doif only you were here youd wash away my tears the sun would shine and once again youd be mine all mine but in reality you and i will never be cause you took your love away from me hoohif only you were here youd wash away my tears the sun would shine once again youd be mine all mine but in reality you and i will never be cause you took your love away from me hooh baby you took your love away from mesayonara ",1
