"Rank","Song","Artist","Year","Lyrics","Source"
29,"rock wit u awww baby","ashanti",2003," aw baby aw baby yeah murda inc i want to love you babe want to love you babe ooh baby ashanti chapter two lets rock itcan you rock with me aw baby nonstop with me can you take it to the top with me i just want to love you babe love ya babe always thinking of you babecan you roll with me ooh baby all over me can you take control of me i just want to love you baby always thinking of you babyi think i like how your body feel next to me aw baby when you kissing me aw baby when you loving me i cant describe what i want to do to you tonight aw baby when you come to me ill make it so youll never leavecan you rock with me aw baby nonstop with me stop with me can you take it to the top with me i just want to love you babe love ya babe always thinking of you babe wanna love you babecan you roll with me ooh baby all over me over me can you take control of me i just want to love you baby love you babe always thinking of you babysee i dont know if i can handle you as just a friend aw baby i cant pretend aw baby im so far in but i dont mind as long as i could have you in my life aw baby im satisfied even if youre not just minecan you rock with me aw baby nonstop with me oh no can you take it to the top with me i just want to love you babe i want to love ya babe always thinking of you babe thinking of youcan you roll with me ooh baby all over me over me can you take control of me i just want to love you baby love you always thinking of you babyboy you make me not the same aw baby aw baby ooh baby ooh baby can you feel me when we say aw baby aw baby ooh baby ooh babycan you rock with me aw baby nonstop with me i want to rock with you can you take it to the top with me i just want to love you babe oh always thinking of you babe yeah yeahyeahcan you roll with me ooh baby all over me over me can you take control of me i just want to love you baby yeah yeah oh yeah always thinking of you baby baby babycan you rock with me aw baby nonstop with me stop with me can you take it to the top with me no babe i just want to love you babe i want to love you babe always thinking of you babe im thinking of you babecan you roll with me ooh baby all over me oh can you take control of me i just want to love you baby ooh always thinking of you baby i want to love you babeoh mm love you babe mm yeahyeah yeahyeah yeah oh mm love you babe mm yeahyeah yeahyeah yeah ",1
30,"cry me a river","justin timberlake",2003," you were my sun you were my earth but i bet you didnt know all the ways i loved you noso you took a chance and made other plans but i bet you didnt think that they would come crashing down noyou dont have to say what you did i already know i found out from him now theres just no chance for you and me youre not with me dont it make you sad about ityou told me you loved me why did you leave me all alone now you tell me you need me when you call me on the phonegirl i refuse you must have me confused with some other guy the bridges were burned now its your turn to cry    meaning  byamandah   editor    cry me a river isnt justins only track about infidelity off his 2006 record futuresexlovesounds what goes aroundcomes around is about the demise of    see all   cry me a river cry me a river cry me a river cry me a river yeah yeahyou know that they say some things are better left unsaid but it wasnt like you only talked to him and you know it dont act like you dont know itall of these things people told me keep messin with my head you should have picked honesty then you might not have blown ityeah you dont have to say dont have to say what you did what you did i already know i already know i found out from himnow theres just no chance no chance for you and me you and me youre not with me and dont it make you sad about ityou told me you loved me why did you leave me all alone all alone now you tell me you need me when you call me on the phone baby call me on the phonegirl i refuse you must have me confused with some other guy im not like them baby the bridges were burned now its your turn to cry its your turncry me a river go on and just cry me a river go on and just cry me a river baby go on and just cry me a river yeah yeah oh ohthe damage is done so i guess ill be leavin oh oh the damage is done so i guess ill be leavin oh oh the damage is done so i guess ill be leavin oh oh the damage is done so i guess ill be leavinyou dont have to say dont have to say what you did what you did i already know i already know i found out from him uhnow theres just no chance no chance for you and me you and me youre not with me dont it make you sad about itcry me a river cry me a river cry me a river cry me a river cry me a river cry me a river cry me a river yeah yeah ",1
31,"how you gonna act like that","tyrese",2003," it seems like just the other day that we hooked up i was drivin you was walkin and i swooped you up from that moment on i knew you were the one yeah i was single you was lonely and we fell in lovewe would sit and talk for hours about anything baby you hang up no you hang up on three hang up i bought your whip i paid your rent i gave you everything said youd always be my baby then you bounce how you gonna acthow you gonna up and leave me now how you gonna act like that how you gonna change it up we just finished makin up how you gonna act like thathow you gonna act like we dont be makin love you know we be tearin it up breakin stuff that ghetto love how you gonna trip how could you forget how you gonna act like thatgirl i never thought that lovin you would hurt i did everything a good man would to make it work girl you should have told me you had second thoughts like before i put the down on the house we boughtnow im thinkin you and me was a mistake but then it hits me and im missin all the love we made girl i know that weve been goin through some things yeah but the sun is always shinin even when it rains ohill be the one you kick it to ill be the one that misses you ill be the one to ease your pain ill be the one youll want to gain and youll be the one who cant forget youll be the one thats innocent youll be the one i cant hide youll be the one that makes me cry babyhow you gonna up and leave me now why you do how you gonna act like that why you gotta act like that how you gonna change it up whoa ho baby we just finished makin up how you gonna act like that but i need youhow you gonna act like we oh dont be makin love you know we be tearin it up breakin stuff that ghetto love how you gonna trip how could you forget how you gonna act like thatyou know im willin to do anything just to keep you in my heart keep you in my heart i messed around and gave up everything i thought wed never part yes i did baby i was a player and made the choice to give my heart to you and i gotta keep it that way ooh babyhow you gonna up and leave me now ooh baby how you gonna act like that why you gotta treat me this way how you gonna change it up why you treat me wrong we just finished makin up how you gonna act like that can me somebody tell me whywhy why like we dont be makin love hey you know we be tearin it up breakin stuff oh oh baby that ghetto love how you gonna trip all my friends became your friends how can you forget all my ends became your ends how you gonna act like thatkeepin love ghetto all i want is you keepin love ghetto all i need is you keepin love ghetto all i need is you keepin love ghetto all i need is you all i need is you babehow you gonna up and leave me now oh babe how you gonna act like that how you gonna act like that hey hey how you gonna change it up oh we just finished makin up why you actin so shady oh oh baby how you gonna act like that anything you want in me i got ya heyhow you gonna act like we dont be makin love you know we be tearin it up breakin stuff why you actin so shady that ghetto love how you gonna trip oh oh baby how can you forget how you gonna act like that ",1
32,"rock your body","justin timberlake",2003," dont be so quick to walk away dance with me i wanna rock your body please stay dance with me you dont have to admit you wanna play dance with me just let me rock you till the break of day dance with megot time but i dont mind just wanna rock you girl ill have whatever you have come on lets give it a whirlsee ive been watchin you and i like the way you move so go head girl just do it that ass shakin thing you doso you grab your girls and you grab a couple more and you all could meet me in the middle of the floor said the air is thick its smellin right so you pass to the left then you sail to the rightdont be so quick to walk away dance with me i wanna rock your body please stay dance with me you dont have to admit you wanna play dance with me just let me rock you till the break of day dance with mei dont mean no harm just wanna rock you girl we could move but we lets go lets give it a whirlsee it appears to me you like the way i move i tell you what im gon do pull you close to share my grooveso you grab your girls and you grab a couple more and you all could meet me in the middle of the floor said the air is thick its smellin right so you pass to the left then you sail to the rightdont be so quick to walk away dance with me i wanna rock your body please stay dance with me you dont have to admit you wanna play dance with me just let me rock you till the break of day dance with metalk to me boy no disrespect i dont mean no harm talk to me boy i cant wait to have you in my arms talk to me boy hurry up cause youre takin too long talk to me boy bet ill have you naked by the end of this songso what did you come here for i came to dance with you you dont wanna hit the floor get some romance with you been searchin for love for evermore ill take a chance if love is here on the floor girlyeah dance with me yeah come on babydont be so quick to walk away dance with me i wanna rock your body please stay dance with me you dont have to admit you wanna play dance with me just let me rock you till the break of day dance with metalk to me boy no disrespect i dont mean no harm talk to me boy i cant wait to have you in my arms talk to me boy hurry up cause youre takin too long talk to me boy bet ill have you naked by the end of this songdont be so quick to walk away i was just thinkin of you dont be so quick to walk away we could do somethin dont be so quick to walk away i like the way you look right now dont be so quick to walk away come over here babyare you feelin me lets do somethin lets make a bet cause ii bet ill have you naked by the end of this song ",1
33,"no letting go","wayne wonder",2003," got somebody shes a beauty very special really and truly take good care of me like its her duty want you right by my side night and dayno letting go no holding back because you are my lady when im with you its all a that girl i am so glad weve dated no letting go no holding back no holding back no when im with you its all a that all a thatthey say good things must come to an end but im optimistic about being your friend though i made you cry by my doings with keisha and annesha but that was back thenno letting go no holding back because you are my lady when im with you its all a that girl i am so glad weve dated no letting go no holding back no holding back no when im with you its all a that all a thatreally appreciate you loving me after all that weve been through really appreciate you loving me all times timegot somebody shes a beauty very special really and truly take good care of me like its her duty want you right by my side night and dayno letting go no holding back because you are my lady when im with you its all a that girl i am so glad weve dated no letting go no holding back no holding back no when im with you its all a that ",1
34,"frontin","pharrell featuring jayz",2003," dont wanna sound full of myself or rude but you aint looking at no other dudes cause you love me im sorry but so sexyso you think about a chance you find yourself trying to do my dance maybe cause you love me uh you do it wellso then we tried aint feeling this love now because you werent used to how fast we touched fast we touched then we locked eyes and i knew i was in there and i was gon tear ya ass up tear ya ass upi know that im carrying on never mind if im showing off i was just frontin you know i want ya babe im ready to bet it all unless you dont care at all but you know i want ya you should stop frontin babetrying to be the best girlfriend you could be but still you sneak and look at me and girl i love it then you give your other girl a shove tell her you gon palm her ass like it was and shes gon love it whoa oh whoa yeah yeahso then we tried aint feeling this love now because you werent used to how fast we touched fast we touched then we locked eyes and i knew i was in there and i was gon tear ya ass up tear ya ass upi know that im carrying on never mind if im showing off i was just frontin you know i want ya babe im ready to bet it all unless you dont care at all but you know i want ya you should stop frontin babewe got another one phareal dance ooh ooh i call you phareal cause you the truest haha young whoa oh oh ohuh yeah dance ooh ooh yeah lemme talk to em whoa oh oh oh im a keep it realeverytime your name was brought up i would act all nonchalant infront of an audience like if you was just another shorty i put the naughty on but uh truth be told you do me for a loop this hovim too old to be frontin when im feeling denzel and you acting like you aint appealing but you are stuting like you aint my only girl but you are i was just frontin im ready to stop when you arei know that im carrying on never mind if im showing off i was just frontin you know i want ya babe im ready to bet it all unless you dont care at all but you know i want ya you should stop frontin babedance ooh ooh whoa oh oh oh dance ooh ooh whoa oh oh oh ",1
35,"landslide","dixie chicks",2003," i took my love and i took it down climbed a mountain then i turned around and i saw my reflection in the snow covered hills well the landslide brought me downoh mirror in the sky what is love can the child within my heart rise above can i sail through the changing ocean tides can i handle the seasons of my lifeuh ah uh ah uh ahwell ive been afraid of changin cause i built my life around you but time makes you bolder children get older im getting older toowellwell ive been afraid of changin cause i built my life around you but time makes you bolder children get older im getting older toowell im getting older tooso take this love and take it down yeah and if you climb a mountain and ya turn around and if you see my reflection in the snow covered hills well the landslide brought me downand if you see my reflection in the snow covered hillswell maybe well maybe well maybethe landslide will bring you down ",1
36,"work it","missy elliott",2003," dj please pick up your phone im on the request linethis is a missy elliott onetime exclusive come on is it worth it let me work it i put my thing down flip it and reverse it ti esrever dna ti pilf nwod gniht ym tup i ti esrever dna ti pilf nwod gniht ym tup iif you got a big let me search it and find out how hard i gotta work ya ti esrever dna ti pilf nwod gniht ym tup i ti esrever dna ti pilf nwod gniht ym tup iid like to get to know ya so i could show ya put the pussy on ya like i told ya gimme all your numbers so i could phone ya your girl actin stank then call me over not on the bed lay me on your sofa phone before you come i need to shave my chocha you do or you dont or you will or wont ya go downtown and eat it like a vulture see my hips and my tips dont ya see my ass and my lips dont ya lost a few pounds and my whips for ya this the kinda beat that go ratata ratatatatatatatatata sex me so good i say blahblahblah work it i need a glass of water boy oh boy its good to know ya    meaning  byjamesg   editor    work it is a hip hop song written and produced by american rapper missy elliott and her producer tim timbaland mosley it was released as the lead single    see all   is it worth it let me work it i put my thing down flip it and reverse it ti esrever dna ti pilf nwod gniht ym tup i ti esrever dna ti pilf nwod gniht ym tup iif you got a big let me search it and find out how hard i gotta work ya ti esrever dna ti pilf nwod gniht ym tup i ti esrever dna ti pilf nwod gniht ym tup i come onif you a fly gal get your nails done get a pedicure get your hair did boy lift it up lets make a toasta lets get drunk thats gon bring us closer dont i look like a halle berry poster see the belvedere playin tricks on ya girlfriend want to be like me never you wont find a bitch thats even better i make you hot as las vegas weather listen up close while i take it backwards im not a prostitute but i could give you what you want i love your braids and your mouth full of floss love the way my ass go bumbumbumbum keep your eyes on my bumbumbumbumbum and think you can handle this gadongadongdong take my thong off and my ass go vroom cut the lights off so you see what i could dois it worth it let me work it i put my thing down flip it and reverse it ti esrever dna ti pilf nwod gniht ym tup i ti esrever dna ti pilf nwod gniht ym tup i repeat x2if you got a big let me search it and find out how hard i gotta work ya ti esrever dna ti pilf nwod gniht ym tup i ti esrever dna ti pilf nwod gniht ym tup i come onboys boys all type of boys black white puerto rican chinese boys whythaithaiotoyothaithai rockthaithaiotoyothaithai girls girls get that cash if its 9 to 5 or shakin your ass aint no shame ladies do your thang just make sure you ahead of the game just cause i got a lot of fame supa prince couldnt get me change my name papa kunta kinte a slave again no sir picture black sayin oh yes a master picture lil kim dating a pastor minnie me and big ren can out last ya who is the best i dont have to ask ya when i come out you wont even matter why you act dumb like uh duh so you act dumb like uh duh as the drummer boy go barompoppompom give you somesomesome of this cinnabunis it worth it let me work it i put my thing down flip it and reverse it ti esrever dna ti pilf nwod gniht ym tup i ti esrever dna ti pilf nwod gniht ym tup iif you got a big let me search it and find out how hard i gotta work ya ti esrever dna ti pilf nwod gniht ym tup i ti esrever dna ti pilf nwod gniht ym tup i come onto my fellas i like the way you work that to my ladies you sure know how to work that ",1
37,"03 bonnie  clyde","jayz featuring beyonce",2003,NA,NA
38,"dont mess with my man","nivea featuring jagged edge",2003," uh i like it baby yeah uh one time for the club yeeah two time for my thugs uhhuh three times for my ladies cmon cmon cmon ooh oh uh nivea yall je yall oooh uhuh je yallit was hard to find a brotha that was down for me so im tellin everybody let him be cause hes mine and i cant take no pigeons tryna take my baby so i thought i had to let you know find someone that you can call your own cause now youre walkin in the danger zone and if i touch you ill be wrongif you mess with my man ima be the one to break it to ya got my girls got my man so find your own and leave mine alone dont mess with my man ima be the one to break it to ya heres a little advice for you find your own manit was hard to find a girl thats really down for me seems like a lot of niggas tryin me cause they tryna take my baby oh what the hell naw so now you really better check yourself messin with my girl is bad for your health and so you know you will be dealt with better find your own girlif you mess with my girl ima be the one to break it to ya got my niggas got my girl so find your own and leave mine alone dont mess with my girl ima be the one to break it to ya heres a little advice for you find your own girlgirl im warning you if you want my man you should just keep your hands to yourself nownow and playa im warning you if you want my girl i suggest that you look but dont touch nownowit was hard to find a brotha that was down for me dont mess with my man its hard to find a girl thats really down for me dont mess with my girl hard to find a brotha that was down for me dont mess with my man so hard to find a girl thats down for me dont mess with my girlif you mess with my man ima be the one to break it to ya got my girls got my man so find your own and leave mine alone dont mess with my man ima be the one to break it to ya heres a little advice for you find your own manif you mess with my girl ima be the one to break it to ya got my niggas got my girl so find your own and leave mine alone dont mess with my girl ima be the one to break it to ya heres a little advice for you find your own girlif you mess with my man ima be the one to break it to ya got my girls got my man so find your own and leave mine alone dont mess with my man ima be the one to break it to ya heres a little advice for you find your own manif you mess with my girl ima be the one to break it to ya got my niggas got my girl so find your own and leave mine alone dont mess with my girl ima be the one to break it to ya heres a little advice for you find your own girl ",1
39,"so gone","monica",2003," so gone over you you you you yeah new monica woosilly of me devoted so much time to find you unfaithful boy i never lost my minddrive pass your house every night in an unmarked car wondering what she had on me to make you break my heart yeahyou make me feel you make me feel im so gone so gone oh you make me you make me feel whoa and i love you to love you baby i so gone ohnights i couldnt sleep uh you let the sun beat you home i asked myself over again what am i doing wrongto make you stay out all night and not think to call what does she have over me to make him not think to call homeyou make me feel you make me feel im so gone so gone oh you make me you make me feel whoa and i love you to love you baby i so gone ohlisten boy im a rowdy chick some times i have to fight cause my mouth too slick baby why you doing me like i aint worth this shit make me wanna ride passed your house and sit kick down your door and smack your chick just to show you monica not having it so in love with you like a drug habit get so gone you treat me so unrealwhat she do i do better oh oh  what she do to make you love her what did she do is it real or forever baby please cant we stay together is it real or foreverwhat she do i do better yeah yeah yeah yeah what she do to make you love her yeah oh  is it real or forever is it real baby please cant we stay together ohwhoa and i love you to love you baby whoa and i love you to love you baby whoa and i love you to love you baby oh whoa and i love you to love you baby whoa and i love you to love you baby whoa and i love you to love you baby just to show you monica not having it yeahyou make me feel you make me feel im so gone so gone oh you make me you make me feel whoa and i love you to love you baby i so gone ohsaid that i need you i dont really need you said that i need you oh ",1
40,"air force ones","nelly featuring st lunatics",2003," big boy big boy big boyi said give me two pairs cause i need two pairs so i can get to stomping in my air force ones big boy stomping in my air force onesi like the all white high top strap with the gum bottom big boy theres something bout them thats dirty why i got em big boy i leave um strapped and laced and come up out um big boy the last person that touched em i been shot em big boynow if you looked and seen lime green forces and kiwi big boy you couldnt get this color if you had a personal genie big boy you now i keep it hiphop my niggas flip flop big boy yea my force ones and tip top me now form a flip flop big boyi like the limited edition to kaki and army green big boy patent leather pin stripe you should see how i do the strings big boy size twelve with the strap red and white with a cardinal cap big boy all flavors well it just depend on when and dont get me where i am at big boydont get me dont get me wrong man and murphy lee aint dumb man big boy cause if the shoe is on the shelf you should have some man big boy you can not sit up and tell me that you have none man big boy you may not have three or four but you got one man big boyi said give me two pairs cause i need two pairs so i can get to stomping in my air force ones big boy stomping in my air force onesi said give me two pairs cause i need two pairs so i can get to stomping in my air force ones big boy stomping in my air force oneswe up in footlocker im looking like i need those big boy ten in a half and if you got em give me two of those big boy i can tell she never seen murphy lee before big boy cause shes just standing there as if im shooting free throws big boy i said excuse me miss i only wanna buy shoes big boy she said i love you murph especially in the white in blue big boy i said the white in blue sound nice make it twice big boy and i signed an autograph thanks for the advice big boyi keep it real dirty dirty you know how i do big boy purple in gold with the lakers the broncos the orange in blue big boy i like em floppy with ankle socks lows mids and high tops big boy with the clear sole but this tims and fat laces with it is cold big boy but when the winter goes and the hot summer flows big boy then its back to the all purpose with em and dots in the toe big boy then im stopping this dough that im spending fa sure big boy on them nike air force n e behind the o big boyok li i treat my shoe like my ride big boy chrome on the fat laces at what wood on the inside big boy spray candy on the swoosh with the electric poofs big boy since i put a kit on the sole now i got a wider shoe big boy you see that low misk with the purple coop im driving them big boy kyjuan where you getting them colors are you dying them big boy ten is my size in them no point in tiein them big boy aint no point in trying these on you know im buying them big boynow dont nothing get the hype on first site like white on whites big boy them three quarters them lows they all tight big boy the only problem they only good for one night big boy cause once you scuff um you fucked up your whole night big boy whats my basis the look up sto on his faces big boy this kids outrageous he buying them by the cases big boy cause once i cop um gut um and switch the laces big boy they all purpose ya heard me kinda like my daytons big boyi said give me two pairs cause i need two pairs so i can get to stomping in my air force ones big boy stomping in my air force onesi said give me two pairs cause i need two pairs so i can get to stomping in my air force ones big boy stomping in my air force ones big boysi wore spurs at first now theres tape on them big boy damn when those come out so i write the date on them big boy these louies vuitton ones you gotta wait on them big boy i had to get em early so i spent more cake on them big boylook im trying to keep it up like a one minute man big boy while ali on the kawasaki two head bands big boy jewellery and all fish bowl in the mall big boy i got some fifteens security buying shoes and all big boynow some time i get em free some time i gotta pay big boy walk in the mall and they now what im bout to say big boy gimme the black and platinum and leather gray big boy ones in the back and the pair you got on display check big boynow were the boxes were i keep mine keep mine you should beep mine big boy beep mine maybe once or twice but never three times big boy im just a sneaker pro i love pumas and shell toes big boy but cant nothing compare to a fresh crispy white pair big boyi said give me two pairs cause i need two pairs so i can get to stomping in my air force ones big boy stomping in my air force onesi said give me two pairs cause i need two pairs so i can get to stomping in my air force ones big boy stomping in my air force onesbig boy big boy big boy big boy ",1
41,"never leave you uh oooh uh oooh","lumidee",2003,"lumidee feat busta rhymes fabolous busta rhymes whoo yeah hey yo techs move where ya black its gonna be one of them hot summers yeah busta bust down uh oh uh oh uh oh uh oh here we go uh oh uh oh uh oh uh oh sling po uh oh uh oh uh oh uh oh lumidee hey yo ya know why she going uh oh right check it you got a hotter other than my copacabana mama you gotta like my dick when im loving persona mama always love to get with you whenever u need me mama holla how you check me can you give me the oochie walla walla swallow a couple shots of jag and make a dolla lil mama in the crib with a poke to complete your scalla talk about an example of a shorty that might need to prowla got a chick in the bug it come with a little shoppahora take you to the caribbean down the carolina to the mediterranean and enjoy the water when the role is wacky you keepin me stocky takin care of this super mike when you check on your papi when youre right baby hug me with all your might and put it on cause you know its on tonight break up or make up you know we im gone when you find an empty ride we will be together and still be bright lumidee never ever wanna let you go tell me what youre feeling cause i want to know if youre around you know im down ill be that girl that keeps you around im only here just because it feels good say enough to keep you right believe your love i never thought youd be the one that make me shine brighter than the sun there aint no ups and downs no winning out youre here right now chorus if you want me to stay ill never leave if you want me to stay well always be if you want me to stay love endlessly if you want me to stay if you want me to stay ill never leave you uh oh uh oh uh oh uh oh fabolous fabolous uhlumidee i aint never gon believe whoever gonna leave it feels so good on my arm somethin like the baseball jacket with a leather on the sleeve all flooded tommys that cost seven hundred gs you lovin hate the type that love everyone to see baby girl go down like she never wanna breathe whoouh oh i got a playa right cause this kid dont usually let them stay tonight and when i know you wrong i say it right and when i wanna say no i say i might cause its real talk you know it aint another and anytime im gone you know im thinkin of you and anytime you need you know i got you covered you know none of the others do what i does i keep your rocks bluer than hers keep your shoes newer than hers and i do it because uh chorus",3
42,"beautiful","snoop dogg featuring pharrell and charlie wilson",2003," yeah yeah yeah yeah oh yeah theres something about you yeah yeah yeah yeah oh yeah theres something about youbeautiful i just want you to know oh youre my favorite girl oh yeah theres something about youbeautiful i just want you to know oh youre my favorite girl oh yeah theres something about youi know you gon lose it this new snoop shit come on baby boo you gotsta get into it oh dont fool wit the player with the cool whip yeahyeah you know im always on that cool shit walk to it do it how you do it have a glass lemme put you in the mood and oh lil cutie lookin like a student long hair with ya big fat booty back in the days you was a girl i went to school wit had to tell your moms and sister to cool it oh the girl wanna do it i just might do it here to walk wit some pimppimp clue wit mommy dont worry i wont abuse it hurry up and finish so you can watch clueless ohhooo i laugh at these niggas when they ask who do this but everybody know who girl that you isbeautiful i just want you to know oh youre my favorite girl oh yeah theres something about youbeautiful i just want you to know oh youre my favorite girl oh yeah theres something about youwhen i see my baby boo shit i get foolish smack a nigga that tries to pursue it oh homeboy she taken just move it i asked you nicely dont make the dogg lose it we just blow dro and keep the flow movin in a 64 me and baby boo cruisin oh body rag interior blue and have them hydraulics squeakin when we screwin now shes yellin hollerin out snoop and hootin hollerin hollerin hootin oh black and beautiful you the one im choosin hair long and black and curly like youre cuban keep groovin thats what we doin and we gon be together until your moms move in ohoh yeah theres something about youbeautiful i just want you to know oh youre my favorite girl oh yeah theres something about youbeautiful i just want you to know oh youre my favorite girl oh yeah theres something about yousee i just want you to know that you are really special oh why oh why oh why oh whysee i just want you to know that you are really special oh why oh why oh why oh whyoh yeah theres something about yousnoop dogg clothing thats what im groomed in you got my pictures on the wall in your roomin oh girls be complainin you keep me boomin but girls like that wanna listen to pat boone oh yeah theres something about you yous a college girl but that dont stop you from doin come and see the dogg in a hood near youin oh you dont ask why i roll wit a crew and twist up my fingers and wear dark bluein oh yeah theres something about you on the east side thats the crew i choose nothin i do is new to you ohhooo i smack up the world if they rude to you cause baby girl youre so beautifulbeautiful i just want you to know oh youre my favorite girl oh yeah theres something about youbeautiful i just want you to know oh youre my favorite girl oh yeah theres something about yousee i just want you to know that you are really special oh why oh why oh why oh whysee i just want you to know that you are really special oh why oh why oh why oh whysee i just want you to know that you are really special oh why oh why oh why oh whysee i just want you to know that you are really special oh why oh why oh why oh whyyeah oh yeah theres something about you yeah oh yeah theres something about you yeah oh yeah theres something about you ",1
43,"gossip folks","missy elliott featuring ludacris",2003," yo yo yo move out of the way we got missy elliott coming through girl that is missy elliott she lost a lot of weight girl i heard she eats one cracker a day oh well i heard the bitch was married to tim and started fucking with trina i heard the bitch got hit with three zebras and a monkey i cant stand the bitch no waywhen i walk up in the piece i aint gotta even speak im a bad mamajama goddammit motherfucker you aint gotta like me how you studying these hoes need to talk what you know and stop talking bout who im sticking and licking jus mad it aint yours i know yall poor yall broke yall job jus hanging up clothes step to me get burnt like toast muthafuckas adios amigos halves halves wholes wholes i dont brag i mostly boast from the va to the la coast iffy kiffy izzy ohmusi ques i sews on bews i pues a twos on que zat pue zoo my kizzer pous zigga ay zee its all kizza its always like its all kizza its always like na zound wa zee wa zoom zoom zeewhen i pull up in my whip bitches wanna talk shit im driving im glad and im styling in these muthafuckas eyes did you see it im gripping these curbs skuur did ya heard i love em my fellas my furs i fly like a bird chicken heads on the prowl who you trying fuck now naw you aint getting loud better calm down for i smack your ass down i need my drums bass high has to be my snare strings horns and i need my tim sound right left izzy kizzy looky heremusi ques i sews on bews i pues a twos on que zat pue zoo my kizzer pous zigga ay zee its all kizza its always like its all kizza its always like na zound wa zee wa zoom zoom zeei dont go out my house shorty you just waiting to see who gon roll up in the club and then report that next week just wanna see who i am fucking boy sniffing some coke i know by the time i finish this line im a hear this on the radioyeah uh huh okay once upon a time in college park where they live life fast and they scared of dark there was a little nigga by the name of cris nobody paid him any mind no one gave a shit knowing he could rap no one lifted a hand so he went about his business and devised a plan made a cd and then he hit the block 50 thousand sold seven dollars a pop hold the phone three years later steeped out the swamp with ten and a half gators all around the world on the microphone leaving the booth smelling like burberry cologne still riding chrome got bitches in the kitchen never home alone and hes on the grind please let me know if hes on your mind and respect youll give me ludacris i live loud just like timmy fuck have to clear these rumors i got a headache and its not from tumors get up on my lap and get my head sucked tight sprayed so i never let the bed bugs bight hard to the core core to the right drop down turn around pick a bale of cottonmusi ques i sews on bews i pues a twos on que zat pue zoo my kizzer pous zigga ay zee its all kizza its always like its all kizza its always like na zound wa zee wa zoom zoom zeeyo straight up missy killed that shit tonight for real i know i know i dont even care about her being preganant by michael jackson you know what we should do we should go get her album when it comes out there she go there she go there she heeeey misssyhi missy whats up fools you think i aint knowin yall broke milli vanilli jay jay fan wannabes aint over here gossiping bout me yo how bout you buff these pumas for 20 cents so your lights wont get cut off you soggy breasts cow stomachs yo take those baby gap shirts off too you just mad cuz payless ran out of plastic pumps for the after party yo by the way go get my album damn ",1
44,"miss independent","kelly clarkson",2003," miss independent miss selfsufficient miss keep your distance miss unafraid miss out of my way miss dont let a man interfere no miss on her own miss almost grown miss never let a man help her off her throne so by keeping her heart protected shed never ever feel rejected little miss apprehensive said ooh she fell in lovewhat is the feelin takin over thinkin no one could open my door surprise its time to feel whats real what happened to miss independent no more the need to be defensive goodbye old you when love is truemiss guarded heart miss play it smart miss if you want to use that line you better not start no but she miscalculated she didnt want to end up jaded and this miss decided not to miss out on true love so by changing her misconceptions she went in a new direction and found inside she felt a connection she fell in lovewhat is the feelin takin over thinkin no one could open my door surprise its time to feel whats real what happened to miss independent no more the need to be defensive goodbye old you when love is truewhen miss independence walked away no time for love that came her way she looked in the mirror and thought today what happened to miss no longer afraid it took some time for her to see how beautiful love could truly be no more talk of why cant that be me im so glad i finally seewhat is the feelin takin over thinkin no one could open my door surprise its time to feel whats real what happened to miss independent no more the need to be defensive goodbye old you when love is true ",1
45,"calling all angels","train",2003," i need a sign to let me know youre here all of these lines are being crossed over the atmosphere i need to know that things are gonna look up cause i feel us drowning in a sea spilled from a cupwhen there is no place safe and no safe place to put my head when you can feel the world shake from the words that are saidand im calling all angels and im calling all you angelsand i wont give up if you dont give up i wont give up if you dont give up i wont give up if you dont give up i wont give up if you dont give upi need a sign to let me know youre here cause my tv set just keeps it all from being clear i want a reason for the way things have to be i need a hand to help build up some kind of hope inside of meand im calling all angels and im calling all you angelswhen children have to play inside so they dont disappear while private eyes solve marriage lies cause we dont talk for years and football teams are kissing queens and losing sight of having dreams in a world where what we want is only what we want until its oursand im calling all angels and im calling all you angelsand im calling all angels i wont give up if you dont give up i wont give up if you dont give up and im calling all you angels i wont give up if you dont give up i wont give up if you dont give upcalling all you angels i wont give up if you dont give up calling all you angels i wont give up if you dont give up calling all you angels i wont give up if you dont give up ",1
