"Rank","Song","Artist","Year","Lyrics","Source"
27,"you dont have to be a star to be in my show","marilyn mccoo  billy davis jr",1977,NA,NA
28,"fly like an eagle","steve miller band",1977," time keeps on slippin slippin slippin into the future time keeps on slippin slippin slippin into the futurei want to fly like an eagle to the sea fly like an eagle let my spirit carry me i want to fly like an eagle till im free oh lord through the revolutionfeed the babies who dont have enough to eat shoe the children with no shoes on their feet house the people livin in the street oh oh theres a solutioni want to fly like an eagle to the sea fly like an eagle let my spirit carry me i want to fly like an eagle till im free fly through the revolutiontime keeps on slippin slippin slippin into the future time keeps on slippin slippin slippin into the future time keeps on slippin slippin slippin into the future time keeps on slippin slippin slippin into the futurei want to fly like an eagle to the sea fly like an eagle let my spirit carry me i want to fly like an eagle till im free fly through the revolutiontime keeps on slippin slippin slippin into the future time keeps on slippin slippin slippin into the future ",1
29,"dont give up on us","david soul",1977," dont give up on us baby dont make the wrong seem right the future isnt just one night its written in the moonlight painted on the stars we cant change oursdont give up on us baby were still worth one more try i know we put a last one by just for a rainy evening when maybe stars are few dont give up on us i know we can still come throughi really lost my head last night youve got a right to start believin theres still a little love left even sodont give up on us baby lord knows weve come this far cant we stay the way we are the angel and the dreamer who sometimes plays a fool dont give up on us i know we can still come throughits written in the moonlight painted on the stars we cant change oursdont give up on us baby were still worth one more try i know we put a last one by just for a rainy evening when maybe stars are few dont give up on us i know we can still come throughdont give up on us baby dont give up on us baby ",1
30,"on and on","stephen bishop",1977," down in jamaica they got lots of pretty women steal your money then they break your heart lonesome sue shes in love with ol sam take him from the fire into the frying panon and on she just keeps on trying and she smiles when she feels like crying on and on on and on on and onpoor ol jimmy sits alone in the moonlight he saw his woman kiss another man so he takes a ladder steals the stars from the sky puts on sinatra and starts to cryon and on he just keeps on trying and he smiles when he feels like crying on and on on and on on and onwhen the first time is the last time it can make you feel so bad but if you know it show it hold on tight dont let her say goodnighti got the sun on my shoulders and my toes in the sand my womans left me for some other man but i dont care ill just dream and stay tan toss up my heart to see where it landson and on i just keep on trying and i smile when i feel like dying on and on on and on on and on on and on on and on on and on on and on on and on on and on ",1
31,"feels like the first time","foreigner",1977," i would climb any mountain sail across the stormy sea if thats what it takes me baby to show how much you mean to me and i guess that its just the woman in you that brings out the man in me i know i cant help myself youre all in the world to meit feels like the first time feels like the very first time it feels like the first time it feels like the very first timei have waited a lifetime spent my time so foolishly but now that i found you together well make history and i know that it must be the woman in you that brings out the man in me i know i cant help myself youre all my eyes can seeand it feels like the first time like it never did before feels like the first time like weve opened up the door feels like the first time like it never will again never againit feels like the first time feels like the very first time it feels like the first time it feels like the very first timewont you open up the doorit feels like the first time feels like the very first time it feels like the first time it feels like the very first time ",1
32,"couldnt get it right","climax blues band",1977," time was drifting this rock had got to roll so i hit the road and made my getaway restless feeling really got a hold i started searching for a better wayand i kept on looking for a sign in the middle of the night but i couldnt see the light no i couldnt see the light i kept on looking for a way to take me through the night couldnt get it right couldnt get it rightphilly fever made me feel alright but i must admit it got the best of me gettin down so deep i couldve drowned now i cant get back the way i used to beand i kept on looking for a sign in the middle of the night but i couldnt see the light no i couldnt see the light i kept on looking for a way to take me through the night couldnt get it right couldnt get it rightnew york city took me with the tide and i nearly died from hospitality left me stranded took away my pride just another no account fatalityand i kept on looking for a sign in the middle of the night but i couldnt see the light no i couldnt see the light i kept on looking for a way to take me through the night couldnt get it right couldnt get it righti kept on looking for a sign in the middle of the night but i couldnt see the light no i couldnt see the light i kept on looking for a way to take me through the night couldnt get it right couldnt get it righti kept on looking for a sign in the middle of the night but i couldnt see the light no i couldnt see the light i kept on looking for a way to take me through the night couldnt get it right couldnt get it righti kept on looking for a sign in the middle of the night but i couldnt see the light no i couldnt see the light i kept on looking for a way to take me through the night couldnt get it right couldnt get it rightcouldnt get it right ",1
33,"easy","commodores",1977," know it sounds funny but i just cant stand the pain girl im leaving you tomorrow seems to me girl you know ive done all i can you see i begged stole and i borrowed yeahooh thats why im easy im easy like sunday morning thats why im easy im easy like sunday morningwhy in the world would anybody put chains on me ive paid my dues to make it everybody wants me to be what they want me to be im not happy when i try to fake it noooh thats why im easy im easy like sunday morning thats why im easy im easy like sunday morningi wanna be high so high i wanna be free to know the things i do are right i wanna be free just me whoa oh babethats why im easy im easy like sunday morning yeah thats why im easy im easy like sunday morning whoa cause im easy easy like sunday morning yeah cause im easy easy like sunday morning ",1
34,"right time of the night","jennifer warnes",1977," sun goes down on a silky day quarter moon walkin through the milky way oh you and me baby we could think of somethin to doits the right time of the night the stars are winkin above its the right time of the night for makin loveno use talkin when the shadows fall nightbirds callin and he says it all oh you and me baby we could think of somethin to doits the right time of the night the stars are winkin above its the right time of the night for makin loveive got you youve got me tell you thats the way my momma always said it should be ill be cruel youll be kind well be bad if you dont mindits the right time of the night the stars are winkin above its the right time of the night for makin loveits the right time of the night the stars are winkin above its the right time of the night makin loveits the right time of the night the stars are winkin above its the right time of the night for makin love ",1
35,"ive got love on my mind","natalie cole",1977," ive got love on my mind ive got love on my mind ive got love on my mindand theres nothing particular wrong its a feeling i feel inside when i woke up early this morning it was staring me straight in my eyeive got love on my mind ive got love on my mind ive got love on my mindwhen you touch me i cant resist and youve touched me a thousand times when i think of your tender kiss then and there i start to unwindin your arms i like to be caressing you gently and passionately from sunrise to sunset and all through the day ive been waiting for your return and you know this is where ill be i can say to the world i learned only you can satisfy me satisfy meyou have made me so happy happylove love love on my my my mind love love love on my mind love love love on my mind love love on my mind love love love love love love lovelove on my mind love on my mind love on my mind love on my mind love on my mind love on my mind ",1
36,"blinded by the light","manfred manns earth band",1977," blinded by the light revved up like a deuce another runner in the night blinded by the light revved up like a deuce another runner in the night blinded by the light revved up like a deuce another runner in the night madman drummers bummers indians in the summer with a teenage diplomat in the dumps with the mumps as the adolescent pumps his way into his hat with a boulder on my shoulder feelin kinda older i tripped the merrygoround with this very unpleasin sneezin and wheezin the calliope crashed to the ground the calliope crashed to the ground but she was blinded by the light revved up like a deuce runner in the night blinded by the light revved up like a deuce another runner in the night blinded by the light revved up like a deuce another runner in the night blinded by the light revved up like a deuce another runner in the night some silicone sister with a manager mister told me i go what it takes she said ill turn you on sonny to something strong play the song with the funky break and gocart mozart was checkin out the weather chart to see if it was safe outside and little earlypearly came by in his curlywurly and asked me if i needed a ride asked me if i needed a ride but she was blinded by the light revved up like a deuce another runner in the night blinded by the light she got down but she never got tired shes gonna make it through the night shes gonna make it through the night but mama thats where the fun is but mama thats where the fun is mama always told me not to look into the eyes of the sun but mama thats where the fun is some brimstone baritone anticyclone rolling stone preacher from the east says dethrone the dictaphone hit it in its funny bone thats where they expect it least and some newmown chaperone was standin in the corner watching the young girls dance and some freshsown moonstone was messin with his frozen zone reminding him of romance the calliope crashed to the ground but she was blinded by the light revved up like a deuce another runner in the night blinded by the light revved up like a deuce another runner in the night blinded by the light revved up like a deuce another runner in the night blinded by the light revved up like a deuce another runner in the night blinded by the light revved up like a deuce another runner in the night blinded by the light revved up like a deuce another runner in the night blinded by the light revved up like a deuce another runner in the night blinded by the light revved up like a deuce another runner in the night blinded by the light revved up like a deuce another runner in the night blinded by the light madman drummers bummers indians in the summer with a teenage diplomat in the dumps with the mumps as the adolescent pumps his way into his hat with a boulder on my shoulder feelin kinda older i tripped the merrygoround with this very unpleasin sneezin and wheezin the calliope crashed to the ground now scott with a slingshot finially found a tender spot and throws his lover in the sand and some bloodshot forgetmenot said daddys within earshot save the buckshot turn up the band some silicone sister with a manager mister told me i go what it takes she said ill turn you on sonny to something strong ",1
37,"looks like we made it","barry manilow",1977," there you are lookin just the same as you did last time i touched you and here i am close to gettin tangled up inside the thought of you do you love him as much as i love her and will that love be strong when old feelings start to stirlooks like we made it left each other on the way to another love looks like we made it or i thought so till today until you were there everywhere and all i could taste was love the way we made itloves so strange playin hide and seek with hearts and always hurtin were the fools standin close enough to touch those burnin memories and if i hold you for the sake of all those times love made us lose our minds could i ever let you gowhoa no we made it left each other on the way to another love looks like we made it or i thought so till today until you were there everywhere and all i could taste was love the way we made itoh we made itlooks like we made it left each other on the way to another love looks like we made it or i thought so till today until you were there everywhere and all i could taste was love the way we made itlooks like we made itoh babe we made it ",1
38,"so in to you","atlanta rhythm section",1977,"when you walked into the room there was voodoo in the vibes i was captured by your style but i could not catch your eyes now i stand here helplessly hoping youll get into me i am so into you i cant think of nothing else i am so into you i cant think of nothing else thinking how its going to be whenever you get into me its gonna be good dont you know from your head to your toe gonna love you all over over and over i am so into you me into you you into me me into you i am so into you i cant get to nothing else i am so into you i cant get to nothing else thinking how its going to be whenever you get into me come on baby drivin me crazy im so into you love all the things you do",3
39,"dreams","fleetwood mac",1977," now here you go again you say you want your freedom well who am i to keep you down its only right that you should play the way you feel it but listen carefully to the sound of your loneliness like a heartbeat drives you mad in the stillness of remembering what you had and what you lost and what you had and what you lostthunder only happens when its raining players only love you when theyre playing say women they will come and they will go when the rain washes you clean youll know youll knownow here i go again i see the crystal visions i keep my visions to myself its only me who wants to wrap around your dreams and have you any dreams youd like to sell dreams of loneliness like a heartbeat drives you mad in the stillness of remembering what you had and what you lost and what you had and what you lostthunder only happens when its raining players only love you when theyre playing women they will come and they will go when the rain washes you clean youll know ",1
40,"enjoy yourself","the jacksons",1977,"enjoy yourself enjoy yourself enjoy yourself for me enjoy yourself enjoy yourself enjoy yourself for me you better enjoy yourself you better enjoy yourself you sittin over there starin into space while people are dancin dancin all over the place you shouldnt worry about the things you cant control come on girl while the night is young why dont you make yourself race go enjoy yourself enjoy yourself enjoy yourself for me enjoy yourself enjoy yourself enjoy yourself for me lets have some fun lets have a good time you and me sittin there witcha mouth poked out just as sweet as you could be why dont you live live the life you got come on girl hit it while the feelin is gettin hot and hot enjoy yourself enjoy yourself enjoy yourself for me enjoy yourself enjoy yourself enjoy yourself for me baby girl ive been watchin you i can wipe away that frown oh you and i can get together we can tear the house down we can tear the house down we can tear the whole house down enjoy yourself enjoy yourself enjoy yourself for me enjoy yourself enjoy yourself enjoy yourself for me you better enjoy yourself you got to enjoy yourself say it again enjoy yourself enjoy yourself get down get down get on down enjoy yourself enjoy yourself get down get down get on down enjoy yourself enjoy yourself get down get down just get on down enjoy yourself enjoy yourself get down get down just get on down come on come on come on come on come on come on come on you can do it you can do it you can do it you can do it hey hey get on down enjoy yourself enjoy yourself get down get down get down now enjoy yourself enjoy yourself get down get down just get on down enjoy yourself enjoy yourself get down get down get down get down enjoy yourself enjoy yourself get down get down just just just get on down enjoy yourself enjoy yourself get down get down enjoy yourself enjoy yourself get down get down get down get down enjoy yourself enjoy yourself",3
41,"dazz","brick",1977," everybody go on and dance if you want to music makes your body move well all right funky dancing get up get down shake your booty music makes your body move well all righteverybody go on and dance if you want to music makes your body move well all rightjazz dazz disco jazz jazz dazz disco jazz jazz dazz disco jazz jazz dazz disco jazzjazz dazz disco jazz jazz dazz disco jazz jazz dazz disco jazz jazz dazz disco jazzfunky dancing get up get down shake your booty music makes your body move well all rightjazz dazz disco jazz jazz dazz disco jazz jazz dazz disco jazz jazz dazz disco jazzjazz dazz disco jazz jazz dazz disco jazz jazz dazz disco jazz jazz dazz disco jazzjazz dazz disco jazz jazz dazz disco jazz jazz dazz disco jazz jazz dazz disco jazzjazz dazz disco jazz jazz dazz disco jazz jazz dazz disco jazz ",1
42,"im in you","peter frampton",1977," i dont care where i go when im with you when i cry you dont laugh cause you know meim in you youre in me im in you youre in me cause you gave me the love love that i never had yes you gave me the love love that i never hadyou and i dont pretend we make love i cant feel anymore than im singing yeahim in you youre in me im in you youre with me cause you gave me the love love that i never had you gave me the love love that i never hadcome so far when you think of last fall you cant die but remain you and iim in you youre in me im in you youre with me cause you gave me the love love that i never had yes you gave me the love love that i never hadyou gave me the love love that i never had i dont care where i go when im with you ",1
43,"lucille","kenny rogers",1977," in a bar in toledo across from the depot on a barstool she took off her ring i thought id get closer so i walked on over i sat down and asked her name when the drinks finally hit her she said im no quitter but i finally quit livin on dreams im hungry for laughter and here ever after im after whatever the other life brings in the mirror i saw him and i closely watched him i thought how he looked out of place he came to the woman who sat there beside me he had a strange look on his face the big hands were calloused he looked like a mountain for a minute i thought i was dead but he started shaking his big heart was breaking he turned to the woman and saidyou picked a fine time to leave me lucille with four hungry children and a crop in the field ive had some bad times lived through some sad times but this time your hurting wont heal you picked a fine time to leave me lucilleafter he left us i ordered more whiskey i thought how shed made him look small from the lights of the barroom to a rented hotel room we walked without talking at all she was a beauty but when she came to me she must have thought id lost my mind i couldnt hold her cause the words that he told her kept coming back time after timeyou picked a fine time to leave me lucille with four hungry children and a crop in the field ive had some bad times lived through some sad times but this time your hurting wont heal you picked a fine time to leave me lucille ",1
44,"the things we do for love","10cc",1977," too many broken hearts have fallen in the river too many lonely souls have drifted out to sea you lay your bets and then you pay the price the things we do for love the things we do for love communication is the problem to the answer youve got her number and your hand is on the phone the weathers turned and all the lines are down the things we do for love the things we do for love like walking in the rain and the snow when theres nowhere to go and youre feelin like a part of you is dying and youre looking for the answer in her eyes you think youre gonna break up then she says she wants to make up ooh you made me love you ooh youve got a way ooh you had me crawling up the wall like walking in the rain and the snow when theres nowhere to go and youre feelin like a part of you is dying and youre looking for the answer in her eyes you think youre gonna break up then she says she wants to make up ooh you made me love you ooh youve got a way ooh you had me crawling up the wall a compromise would surely help the situation agree to disagree but disagree to part when after all its just a compromise of the things we do for love the things we do for love the things we do for love the things we do for love the things we do for love the things we do for love the things we do for love the things we do for love the things we do for love the things we do for love the things we do for love the things we do for love the things we do for love the things we do for love the things we do for love the things we do for love the things we do for love the things we do for love the things we do for love the things we do for love ",1
45,"da doo ron ron","shaun cassidy",1977,"shaun cassidy miscellaneous da doo ron ron da doo ron ron shaun cassidy i met her on a monday and my heart stood still da doo ron ron ron da doo ron ron ron someboy told me that her name was jill da doo ron ron ron da doo ron ron ron yes my heart stood still yes her name was jill and when i walked her home da doo ron ron ron da doo ron ron ron i knew what she was thinkin when she caught my eye da doo ron ron ron da doo ron ron ron i looked so quiet but my oh my da doo ron ron ron da doo ron ron ron yes she caught my eye yes but my oh my and when i walked her home da doo ron ron ron da doo ron ron ron well i picked her up at seven and she looked so fine da doo ron ron ron da doo ron ron ron someday soon im gonna make her mine da doo ron ron ron da doo ron ron ron yes he looked so fine yes ill make her mine and when i walked her home da doo ron ron ron da doo ron ron ron yeah yeah yeah da doo ron ron ron da doo ron ron ron repeat  fade ",3
46,"handy man","james taylor",1977,"hey girls gather round listen to what im putting down hey baby im your handy man im not the kind to use a pencil or rule im handy with love and im no fool i fix broken hearts i know that i truly can if your broken heart should need repair then i am the man to see i whisper sweet things you tell all your friends theyll come runnin to me here is the main thing i want to say im busy 24 hours a day i fix broken hearts i know that i truly can come come come come come come come yeah yeah yeah come come come come come come oh now theyll come runnin to me here is the main thing i want to say im busy 24 hours a day i fix broken hearts baby im your handy man come come come come come come yeah yeah yeah come come come come come come yeah yeah yeah thats me come come come come come come im your handy man yeah yeah yeah thats me come come come come come come im your handy man yeah yeah yeah",3
47,"just a song before i go","crosby stills  nash",1977,"just a song before i go to whom it may concern traveling twice the speed of sound its easy to get burned when the shows were over we had to get back home and when we opened up the door i had to be alone she helped me with my suitcase she stands before my eyes driving me to the airport and to the friendly skies going through security i held her for so long she finally looked at me in love and she was gone just a song before i go a lesson to be learned traveling twice the speed of sound its easy to get burned",3
48,"you and me","alice cooper",1977," when i get home from work wanna wrap myself around you i wanna take you and squeeze you till the passion starts to risei wanna take you to heaven that would make my day complete but you and me aint no movie stars what we are is what we are we share a bed some lovin and tv yeahand thats enough for a workin man what i am is what i am and i tell you babe well thats enough for mesometimes when youre asleep and im just starin at the ceiling i wanna reach out and touch you but you just go on dreaminif i could take you to heaven that would make my day complete cause you and me aint no movie stars what we are is what we are i tell you sweetheart thats just enough for meyou and me aint no super stars what we are is what we are we share a bed popcorn and tv yeahbut thats enough for a workin man what i am is what i am and i tell you babe youre just enough for mewhen i get home from work i wanna wrap myself around you i like to hold you squeeze you till the passion starts to risei wanna take you to heaven that would make my day complete ",1
49,"swayin to the music slow dancing","johnny rivers",1977,NA,NA
50,"lonely boy","andrew gold",1977," he was born on a summer day 1951 and with a slap of a hand he had landed as an only son his mother and father said what a lovely boy well teach him what we learned ah yes just what we learned well dress him up warmly and well send him to school itll teach him how to fight to be nobodys fooloh what a lonely boy oh what a lonely boy oh what a lonely boyin the summer of 53 his mother brought him a sister and she told him we must attend to her needs shes so much younger than you well he ran down the hall and he cried oh how could his parents have lied when they said he was an only son he thought he was the only oneoh what a lonely boy oh what a lonely boy oh what a lonely boygoodbye mama goodbye to you goodbye papa im pushing on throughhe left home on a winter day 1969 and he hoped to find all the love he had lost in that earlier time well his sister grew up and she married a man he gave her a son ah yes a lovely son they dressed him up warmly they sent him to school it taught him how to fight to be nobodys fooloh what a lonely boy oh what a lonely boy oh what a lonely boy  ",1
51,"i wish","stevie wonder",1977," looking back on when i was a little nappy headed boy then my only worry was for christmas what would be my toy even though we sometimes would not get a thing we were happy with the joy the day would bring sneaking out the back door to hang out with those hoodlum friends of mine greeted at the back door but thought i told you not to go outside tryin your best to bring the water to your eyes thinkin it might stop her from woopin your behind i wish those days could come back once more why did those days ever have to go i wish those days could come back once more why did those days ever have to go cause i love them so brother says hes tellin bout you playin doctor with that girl just dont tell ill give you anything you want in this whole wide world mama gives you money for sunday school you trade yours for candy after church is through smokin cigarettes and writing something nasty on the wall you nasty boy teacher sends you to the principals office down the wall you grow up and learn that kinda thing aint right but while you were doinitit sure felt outta sight i wish those days could come back once more why did those days ever have to go i wish those days could come back once more why did those days ever have to go ",1
52,"dont stop","fleetwood mac",1977," if you wake up and dont want to smile if it take just a little while open your eyes and look at the day youll see things in a different waydont stop thinking about tomorrow dont stop itll soon be here itll be better than before yesterdays gone yesterdays gonewhy not think about times to come and not about the things that youve done if your life was bad to you just think what tomorrow will dodont stop thinking about tomorrow dont stop itll soon be here itll be better than before yesterdays gone yesterdays goneall i want is to see you smile if it takes just a little while i know you dont believe that its true i never meant any harm to youdont stop thinking about tomorrow dont stop itll soon be here itll be better than before yesterdays gone yesterdays gonedont stop thinking about tomorrow dont stop itll soon be here itll be better than before yesterdays gone yesterdays goneooh dont you look back ooh dont you look back ooh dont you look back ooh dont you look back ",1
53,"barracuda","heart",1977," so this aint the end i saw you again today i had to turn my heart away smiled like the sun kisses for everyone and tales it never failsyou lying so low in the weeds i bet you gonna ambush me youd have me down down down on my knees now wouldnt you barracuda ohback over time we were all trying for free you met the porpoise and me no right no wrong youre selling a song a name whisper gameif the real thing dont do the trick you better make up something quick you gonna burn burn burn burn burn to the wick oooo barracuda oh yeahsell me sell you the porpoise said dive down deep to save my head you i think you got the blues tooall that night and all the next swam without looking back made for the western pools silly silly foolsif the real thing dont do the trick no you better make up something quick you gonna burn burn burn burn burn it to the wick oooo barrabarracuda ",1
54,"strawberry letter 23","the brothers johnson",1977,"hello my love i heard a kiss from you red magic satin playing near too all through the morning rain i gave the sun doesnt shine rainbows and waterfalls run through my mind in the garden i see west purples shower bells and tea orange birds and river cousins dressed in green pretty music i hear so happy and loud blue flowers echo from a cherry cloud feel sunshine sparkle pink and blue playgrounds will laugh if you try to ask well is it cool is it cool if you arrive and dont see me im gonna be with my baby yeah i am free flying in her arms over the sea stained window yellow candy screen see speakers of kite with velvet roses diggin freedom flight a present from you strawberry letter 22 the music plays i sit in for a few a present from you strawberry letter 22 the music plays i sit in for a few",3
55,"night moves","bob seger  the silver bullet band",1977,NA,NA
56,"youre my world","helen reddy",1977," youre my world youre every breath i take youre my world youre every move i make other eyes see the stars up in the sky but for me they shine within your eyesas the trees reach for the sun above so my arms reach out to you for love with your hand resting in mine i feel a power so divineyoure my world you are my night and day youre my world youre every prayer i pray if our love ceases to be then its the end of my world for mewith your hand resting in mine i feel a power so divine ",1
57,"heard it in a love song","the marshall tucker band",1977," i aint never been with a woman long enough for my boots to get old weve been together so long now they both need resoledif i ever settle down youd be my kind and its a good time for me to head on down the lineheard it in a love song heard it in a love song heard it in a love song cant be wrongim the kinda man who likes to get away likes to start dreamin about tomorrow today never said that i loved you even though its sowheres that duffle bag of mine its time to goheard it in a love song heard it in a love song heard it in a love song cant be wrongim gonna be leavin at the break of dawn wish you could come but i dont need no woman taggin along always something greeneron the other side of that hill i was born a wrangler and a rounder and i guess i always willheard it in a love song heard it in a love song heard it in a love song cant be wrong ",1
58,"carry on wayward son","kansas",1977," carry on my wayward son for therell be peace when you are done lay your weary head to rest dont you cry no moreonce i rose above the noise and confusion just to get a glimpse beyond the illusion i was soaring ever higher but i flew too high though my eyes could see i still was a blind man though my mind could think i still was a mad man i hear the voices when im dreamin i can hear them saycarry on my wayward son for therell be peace when you are done lay your weary head to rest dont you cry no moremasquerading as a man with a reason my charade is the event of the season and if i claim to be a wise man it surely means that i dont know on a stormy sea of moving emotion tossed about im like a ship on the ocean i set a course for winds of fortune but i hear the voices saycarry on my wayward son for therell be peace when you are done lay your weary head to rest dont you cry no morecarry on you will always remember carry on nothing equals the splendor now your lifes no longer empty surely heaven waits for youcarry on my wayward son for therell be peace when you are done lay your weary head to rest dont you cry no more ",1
59,"new kid in town","eagles",1977,"theres talk on the street it sounds so familiar great expectations everybodys watching you people you meet they all seem to know you even your old friends treat you like youre something new johnny come lately the new kid in town everybody loves you so dont let them down you look in her eyes the music begins to play hopeless romantics here we go again but after a while youre looking the other way its those restless hearts that never mend johnny come lately the new kid in town will she still love you when youre not around theres so many things you should have told her but night after night youre willing to hold her just hold her tears on your shoulder theres talk on the street its there to remind you that it doesnt really matter which side youre on youre walking away and theyre talking behind you they will never forget you till somebody new comes along where youve been lately theres a new kid in town everybody loves him dont they now hes holding her and youre still around oh my my theres a new kid in town just another new kid in town oh oh everybodys talking bout the new kid in town oh oh everybodys walking like the new kid in town theres a new kid in town i dont want to hear it theres a new kid in town i dont want to hear it theres a new kid in town theres a new kid in town theres a new kid in town everybodys talking theres a new kid in town people started walking theres a new kid in town theres a new kid in town theres a new kid in town",3
60,"my heart belongs to me","barbra streisand",1977," i got the feelin the feelins gone my heart has gone to sleep one of these mornins ill be gone my heart belongs to me can we believe in fairy tales can love survive when all else fails cant hide the feelin the feelins gone my heart belongs to mebut now my love hey didnt i love you but we knew what had to be somehow my love ill always love you but my heart belongs to meput out the light and close your eyes come lie beside me dont ask why cant hide the feeling the feelins gone my heart belongs to mebut know my love hey didnt i love you didnt i love you didnt i love you didnt i love you baby dont cry my love ill always love you but my heart belongs to me my heart belongs to me i got the feelin the feelins gone my heart belongs to me ",1
61,"after the lovin","engelbert humperdinck",1977," so i sing you to sleep after the lovin with a song i just wrote yesterday and i hope you can hear what the words and the music have to sayits so hard to explain everything that im feelin face to face i just seem to go dry cause i love you so much that the sound of your voice can get me highthanks for takin me thanks for takin me on a one way trip to the sun on a one way trip to the sun and thanks for turnin me turnin me into a someone someoneso i sing you to sleep after the lovin i brush back the hair from your eyes and the love on your face is so real that it makes me want to cryand i know that my song isnt sayin anything new oh but after the lovin im still in love with youso i sing you to sleep after the lovin i brush back the hair from your eyes and the love on your face is so real that it makes me want to cryand i know that my song isnt sayin anything new oh but after the lovin im still in love with youyes after the lovin im still in love with youhmmm after the lovin im still in love with you ",1
62,"jet airliner","steve miller band",1977," leavin home out on the road ive been down before ridin along in this big ol jet plane ive been thinkin about my home but my love light seems so far away and i feel like its all been done somebodys tryin to make me stay you know ive got to be movin onoh oh big ol jet airliner dont carry me too far away oh oh big ol jet airliner cause its here that ive got to staygoodbye to all my friends at home goodbye to people ive trusted ive got to go out and make my way i might get rich you know i might bet busted but my heart keeps calling me backwards as i get on the 707 ridin high i got tears in my eyes you know you got to go through hell before you get to heavenbig ol jet airliner dont carry me too far away oh oh big ol jet airliner cause its here that ive got to staytouchin down in new england town feel the heat comin down ive got to keep on keepin on you know the big wheel keeps on spinnin around and im goin with some hesitation you know that i can surely see that i dont want to get caught up in any of that funky shit goin down in the citybig ol jet airliner dont carry me too far away oh oh big ol jet airliner cause its here that ive got to stayoh oh big ol jet airliner dont carry me too far away oh oh big ol jet airliner cause its here that ive got to stay yeah yeah yeah yeahbig ol jet airliner dont carry me too far away oh oh big ol jet airliner cause its here that ive got to stayoh oh big ol jet airliner carry me to my home oh oh big ol jet airliner cause its there that i belong ",1
63,"stand tall","burton cummings",1977," never been this blue never knew the meaning of a heartache but then again i never lost at love beforesomewhere down the road maybe all those years will find some meaning i just cant think about them now or live em out anymorenever lasted so long no through so much or through so many i just cant believe i could throw it all awaysometimes late at night when theres nothing here except my piano id almost give my hands to make you see my waystand tall dont you fall for gods sake dont go and do something foolish all youre feeling right now is silly human prideoh stand tall dont you fall dont do something you might regret later youre feelin it like everyone its silly human pridenever lasted so long no through so much or through so many i just cant believe i could throw it all awaysometimes late at night when theres nothing here except my old piano id almost give my hands to make you see my waystand tall dont you fall for gods sake dont go do something foolish all youre feeling right now is silly human pride youve got me down on my knees for ya mamastand tall dont you fall dont do something youll regret later a feelin it like everyone its silly human pride you got me fallin for you again mamastand tall dont you fall you got me fallin again for you lady youre feelin it like everyone its silly human pride ",1
64,"way down","elvis presley",1977," babe youre getting closer the lights are goin dim the sound of your breathin made the mood im in all of my resistance lying on the floor taking me to places ive never been beforeooh and i can feel it feel it feel it feel itway down where the music plays way down like a tidal wave way down where the fires blaze way down downooh my head is spinnin you got me in your spell a hundred magic fingers a swirling carousel the medicine within me no doctor could prescribe your love is doing something that i just cant describeooh and i can feel it feel it feel it feel itway down where the music plays way down like a tidal wave way down where the fires blaze way down downhold me again tight as you can i need you so baby lets goway down where it feels so good way down where i hoped it would way down where i never could way down down ",1
65,"weekend in new england","barry manilow",1977," last night i waved goodbye now it seems years im back in the city where nothing is clear but thoughts of me holding you bringing us nearand tell me when will our eyes meet when can i touch you when will this strong yearning end and when will i hold you againtime in new england took me away to long rocky beaches and you by the bay we started a story whose end must now waitand tell me when will our eyes meet when can i touch you when will this strong yearning end and when will i hold you againi feel the change comin i feel the wind blow i feel brave and daring i feel my blood flow with you i could bring out all the love that i have with you theres a heaven so earth aint so badand tell me when will our eyes meet when can i touch you when will this strong yearning end and when will i hold you again again ",1
66,"it was almost like a song","ronnie milsap",1977," once in every life someone comes along and you came to me it was almost like a songyou were in my arms right where you belong and we were so in love it was almost like a songjanuary through december we had such a perfect year then the flame became a dying ember all at once you werent herenow my broken heart cries for you each night and its almost like a song but its much too sad to writenow my broken heart cries for you each night and its almost like a song but its much too sad to writeits too sad to write ",1
67,"smoke from a distant fire","sanfordtownsend band",1977," you left me here on your way to paradise you pulled the rug right out from under my life i know where you goin to i knew when you came home last night cause your eyes had a mist from the smoke of a distant firelord i was stunned shoulda seen it come a long time ago when i realized the reality gave me a roll if things are the same then explain why your kiss is so cold and that mist in your eyes feels like rain on the fire in my soulthis lying and cryin its upsettin and gettin ya no where it dont stack up so slack up and pack up i just dont care dont let the screen door hit you on your way out dont you drown when your dream boat runs onto the groundbreakid just like to know do you love him or just making time by filling his glass with your fast flowing bittersweet lime hell taste the aftertaste when you come home late some night with your eyes all a mist from the smoke of a distant firegirl your eyes have a mist from the smoke of a distant fire girl your eyes have a mist from the smoke of a distant fire girl your eyes have a mist from the smoke of a distant fire girl your eyes have a mist from the smoke of a distant fire girl your eyes have a mist from the smoke of a distant fire mist in your eyes from a distant fire girl your eyes have a mist from the smoke of a dis a distant fire ",1
